temperature,humidity,rainfall,label
27.6,78.75,1245.7,sugarcane
21.38,60.0,795.7,arhar
26.3,69.14,548.0,sunflower
29.28,80.37,806.6,arhar
28.74,42.57,183.5,cucumber
33.48,55.71,572.6,okra
21.04,70.87,87.4,barley
23.48,60.23,616.2,arhar
13.99,76.55,146.3,wheat
27.17,56.13,88.3,cucumber
25.9,79.98,419.0,moong
26.08,79.5,780.3,groundnut
31.42,70.26,588.7,moong
23.67,48.18,745.2,soybean
29.27,71.07,626.5,groundnut
30.3,49.15,906.5,cotton
27.52,49.83,720.7,jowar
13.58,73.96,198.1,peas
25.33,61.89,1346.2,rice
23.41,59.43,960.7,soybean
27.93,65.24,74.1,watermelon
27.46,88.31,382.2,okra
29.0,71.28,905.7,arhar
34.98,52.83,360.4,bajra
26.45,52.06,552.7,jowar
27.31,63.94,552.6,sunflower
29.55,89.52,815.7,groundnut
29.67,41.9,159.7,cucumber
27.64,46.84,407.4,sunflower
27.01,79.75,969.4,rice
25.65,54.41,688.9,groundnut
19.66,58.56,108.9,mustard
32.57,48.81,683.3,okra
24.86,48.07,776.9,soybean
30.14,73.88,85.2,cucumber
17.1,79.22,161.5,barley
24.5,40.83,913.1,rice
23.24,64.35,453.6,sunflower
16.5,73.39,246.6,peas
30.16,54.85,973.2,cotton
23.17,88.56,844.4,soybean
17.0,63.65,249.8,chickpea
11.16,46.76,211.8,mustard
25.82,67.66,865.7,groundnut
30.72,54.09,462.1,okra
32.42,58.39,1410.6,sugarcane
22.4,87.09,879.1,soybean
26.68,84.3,359.9,moong
13.97,79.94,297.8,wheat
24.31,56.81,143.7,cucumber
12.55,61.0,158.4,mustard
32.26,50.82,576.1,okra
10.95,53.37,363.0,peas
20.27,75.34,854.9,arhar
27.78,55.53,579.7,moong
29.31,42.0,1115.7,rice
15.26,61.42,380.6,potato
26.38,71.02,675.2,groundnut
17.75,71.56,390.1,potato
25.42,43.52,592.4,groundnut
28.05,81.89,1739.0,rice
13.57,63.23,330.9,potato
13.89,60.92,344.2,peas
29.27,41.9,1637.5,rice
27.6,82.06,1231.3,rice
25.04,87.63,924.6,cotton
19.31,55.68,343.0,potato
22.61,76.58,73.7,cucumber
13.21,61.89,301.7,peas
15.84,71.09,286.5,potato
11.41,68.39,330.4,peas
27.27,77.51,613.6,groundnut
33.65,84.64,427.6,bajra
30.54,45.88,1719.1,sugarcane
26.49,85.72,397.7,bajra
25.72,65.37,665.7,soybean
17.12,56.67,113.1,chickpea
16.53,88.87,154.4,potato
33.41,48.92,1202.5,sugarcane
26.07,87.76,524.8,jowar
26.56,74.98,966.8,soybean
17.93,47.41,334.7,wheat
30.07,42.13,569.1,jowar
29.74,40.92,424.2,sunflower
25.42,53.57,989.3,arhar
27.19,48.44,430.5,moong
26.03,67.64,425.9,bajra
27.15,79.29,666.2,groundnut
33.39,58.33,1126.4,sugarcane
27.22,82.61,1532.4,sugarcane
22.35,71.7,312.4,sunflower
22.05,89.07,647.6,soybean
21.8,63.96,757.6,arhar
33.6,66.85,355.5,moong
26.65,63.75,805.0,soybean
19.21,47.19,186.7,barley
27.64,40.29,1206.1,sugarcane
27.42,80.75,607.9,maize
31.29,40.17,664.3,cotton
20.66,47.0,111.1,chickpea
23.0,73.03,88.8,cucumber
24.85,73.93,259.6,mustard
32.84,50.6,101.7,watermelon
13.57,89.16,336.6,peas
33.37,64.61,1143.2,sugarcane
10.87,58.66,278.0,peas
19.93,63.6,271.8,wheat
17.28,48.59,127.6,mustard
10.77,89.57,247.3,barley
28.16,47.57,626.7,jowar
10.56,82.83,231.4,peas
28.04,82.31,807.0,maize
26.54,83.7,758.3,soybean
31.29,62.13,70.7,cucumber
28.75,50.47,715.5,cotton
26.27,76.64,994.9,soybean
13.79,59.25,286.0,peas
17.82,58.16,384.2,peas
29.61,53.49,666.8,jowar
17.86,74.62,289.7,potato
26.52,41.75,193.9,cucumber
13.5,81.94,151.2,potato
24.85,54.77,705.9,okra
27.08,87.62,1420.0,rice
13.92,87.31,283.8,potato
22.22,85.79,189.9,chickpea
28.92,61.21,765.0,maize
28.87,88.9,495.7,jowar
13.76,51.37,166.8,barley
33.51,62.92,356.9,bajra
15.08,67.2,247.5,barley
15.71,56.72,394.2,potato
29.55,46.46,615.4,jowar
17.41,72.93,340.9,wheat
30.68,45.95,657.6,jowar
32.72,47.03,541.2,moong
26.88,56.78,795.7,okra
25.14,69.14,552.0,groundnut
24.63,44.68,577.8,sunflower
28.26,73.35,557.1,groundnut
16.13,70.39,167.6,peas
21.04,50.62,202.6,barley
13.93,80.03,165.8,potato
33.01,88.58,178.5,watermelon
25.91,43.01,570.2,okra
28.33,88.21,745.3,maize
33.62,55.84,192.2,watermelon
28.83,88.53,696.8,groundnut
15.41,73.13,321.6,peas
22.64,62.76,261.4,mustard
25.37,42.27,622.7,groundnut
25.56,85.27,355.0,sunflower
32.17,75.7,1316.6,sugarcane
24.65,83.06,733.8,maize
16.7,89.29,158.9,potato
24.22,55.13,140.2,cucumber
28.45,68.14,606.7,groundnut
25.9,50.01,718.1,cotton
26.25,73.14,687.6,arhar
26.0,48.29,398.5,sunflower
14.25,61.14,352.9,wheat
25.89,66.42,1225.0,sugarcane
30.88,40.52,386.9,okra
20.67,69.65,989.3,arhar
27.75,69.78,904.9,arhar
25.18,74.93,867.9,soybean
17.93,41.55,324.8,potato
25.21,65.83,322.0,okra
21.67,43.78,209.3,barley
22.59,67.14,949.5,arhar
25.86,86.96,1569.5,rice
19.64,46.83,123.3,chickpea
29.02,82.76,787.1,jowar
15.03,47.17,136.6,chickpea
25.85,78.1,726.3,arhar
14.57,68.12,229.1,peas
33.61,75.21,58.8,watermelon
28.09,83.72,863.8,cotton
11.41,49.45,244.1,peas
28.03,44.25,173.3,watermelon
21.5,69.88,855.6,maize
15.2,78.26,101.1,barley
29.12,68.64,792.4,soybean
25.96,57.34,1454.0,sugarcane
27.84,63.7,609.3,cotton
23.75,45.32,658.8,maize
29.25,55.32,1672.7,rice
23.28,75.03,96.4,mustard
34.0,50.03,683.6,okra
18.18,67.87,271.9,chickpea
16.87,42.18,222.7,chickpea
18.27,61.8,144.8,barley
16.5,65.27,207.4,peas
27.19,82.06,645.8,arhar
33.12,84.58,394.6,bajra
26.27,49.74,740.0,cotton
29.04,59.52,470.9,sunflower
28.26,45.45,410.5,jowar
25.61,86.12,674.8,okra
12.87,66.35,301.9,wheat
24.08,41.12,565.4,okra
23.92,71.35,471.0,sunflower
26.86,57.44,800.2,groundnut
27.74,89.94,916.4,cotton
31.68,56.3,564.0,moong
14.8,65.51,99.8,barley
25.81,61.42,126.2,watermelon
24.1,89.57,732.0,soybean
26.38,84.08,831.8,maize
24.78,83.8,170.1,cucumber
24.67,45.9,618.2,maize
27.37,59.27,142.0,watermelon
29.36,79.65,194.1,watermelon
28.3,54.13,661.8,soybean
24.81,67.56,993.8,rice
19.12,71.65,356.7,potato
14.45,76.99,253.3,peas
20.99,79.22,196.1,barley
34.09,43.65,522.0,moong
23.46,82.24,885.1,arhar
29.11,70.75,762.0,okra
30.82,89.11,762.9,jowar
24.45,54.2,543.3,maize
10.4,59.7,168.3,barley
22.08,53.95,128.3,cucumber
11.89,47.7,277.0,barley
33.76,73.97,124.1,watermelon
18.44,71.87,342.8,potato
13.79,51.63,198.7,barley
24.79,89.16,131.8,mustard
23.13,78.76,517.4,sunflower
34.47,86.63,1112.1,sugarcane
27.24,44.52,142.5,cucumber
31.46,63.86,570.7,jowar
19.55,52.32,121.9,barley
21.16,65.63,212.2,barley
27.67,48.11,194.1,watermelon
34.92,54.43,447.7,bajra
14.94,86.23,271.7,mustard
26.27,75.9,1512.6,sugarcane
27.99,74.57,301.7,bajra
25.94,49.66,134.5,cucumber
21.34,88.4,180.2,wheat
29.32,47.21,188.1,cucumber
24.66,66.63,335.9,okra
28.26,65.83,1519.0,sugarcane
14.19,47.22,73.8,mustard
26.97,81.36,141.5,watermelon
24.73,88.83,364.9,sunflower
28.84,60.16,441.5,jowar
27.89,80.61,782.7,jowar
29.9,61.55,687.9,groundnut
12.88,86.4,196.4,barley
20.63,56.89,789.9,arhar
29.61,57.59,549.0,sunflower
29.76,62.18,865.3,maize
28.28,68.1,753.1,jowar
31.58,74.52,135.5,watermelon
28.35,49.79,650.2,jowar
32.02,47.86,183.4,watermelon
13.8,66.51,137.3,mustard
27.18,78.9,420.5,moong
26.85,83.96,486.5,jowar
34.21,85.05,514.9,moong
24.61,70.62,593.4,maize
30.31,72.97,75.6,watermelon
29.34,56.09,587.1,groundnut
25.56,41.29,518.2,okra
27.16,76.48,795.7,arhar
26.3,81.94,815.8,groundnut
17.31,85.3,338.6,potato
18.77,41.41,90.5,chickpea
25.12,58.38,926.8,arhar
20.24,68.13,298.9,mustard
16.81,82.73,280.8,potato
30.35,75.02,676.2,jowar
29.95,42.31,819.0,maize
16.71,61.76,309.9,potato
14.36,45.64,392.7,peas
31.94,51.07,226.2,cucumber
26.18,74.07,606.8,arhar
32.95,44.69,178.1,watermelon
15.58,81.08,108.8,mustard
24.94,87.55,178.8,cucumber
22.6,47.74,170.2,cucumber
25.78,64.99,1192.8,rice
28.79,79.85,1634.8,rice
13.58,65.43,254.8,barley
22.74,43.57,279.7,chickpea
33.42,63.71,583.4,moong
26.59,68.71,568.8,moong
26.72,53.01,557.4,bajra
25.4,51.54,1096.9,rice
34.82,56.93,102.3,watermelon
27.97,69.59,231.3,cucumber
28.03,47.21,774.8,soybean
24.13,57.23,73.3,mustard
17.07,75.47,301.4,potato
10.79,60.55,365.1,peas
26.68,52.13,776.1,okra
28.83,79.33,877.7,arhar
27.42,83.37,634.8,soybean
27.91,72.17,1746.7,rice
16.96,46.08,171.4,chickpea
22.11,69.74,246.0,cucumber
22.7,72.12,451.6,sunflower
18.05,74.42,275.2,wheat
26.34,48.69,782.5,groundnut
26.49,86.33,1721.1,sugarcane
18.14,54.42,110.6,chickpea
27.65,69.45,771.7,groundnut
26.9,88.11,583.2,moong
29.71,61.89,935.4,arhar
27.6,44.27,504.7,moong
32.87,76.31,676.7,cotton
26.87,87.14,179.1,watermelon
19.52,42.5,188.7,barley
21.9,71.2,126.7,wheat
28.14,88.07,103.9,cucumber
28.95,65.05,791.0,cotton
13.19,69.47,382.6,wheat
26.2,55.13,566.2,bajra
19.8,68.35,163.2,barley
29.88,49.76,672.6,cotton
16.7,75.69,178.9,wheat
26.49,51.61,724.4,maize
25.04,67.44,1532.7,rice
14.71,85.86,245.4,potato
31.12,70.66,144.1,watermelon
15.93,88.28,61.8,mustard
27.4,48.52,748.8,arhar
25.77,75.71,812.8,groundnut
14.38,60.66,186.5,peas
26.61,44.88,447.9,sunflower
28.12,51.28,422.0,sunflower
22.85,88.57,235.2,cucumber
29.41,58.74,176.2,cucumber
26.2,88.63,1489.9,sugarcane
19.81,86.36,197.2,mustard
11.7,68.57,255.8,mustard
24.77,60.59,514.6,sunflower
19.2,46.65,260.5,chickpea
21.9,50.17,249.1,wheat
19.22,73.81,176.6,chickpea
25.21,67.75,622.0,groundnut
18.7,43.22,350.5,wheat
28.53,52.48,998.5,rice
29.42,49.41,479.5,sunflower
29.93,51.6,758.0,arhar
15.24,70.5,204.9,peas
33.65,81.28,796.8,okra
23.68,47.78,963.9,arhar
23.75,64.3,165.9,chickpea
17.38,80.16,324.5,potato
30.8,47.07,1142.8,sugarcane
12.75,55.92,308.0,potato
21.05,62.47,256.4,mustard
32.11,62.42,698.6,okra
25.36,82.35,1194.4,sugarcane
30.37,57.18,629.6,cotton
26.25,45.56,455.8,jowar
20.26,54.04,372.2,sunflower
25.11,53.59,734.8,arhar
33.32,54.57,347.1,bajra
18.27,42.12,86.5,chickpea
23.19,61.42,108.4,chickpea
16.04,58.73,235.8,potato
25.93,78.39,513.6,groundnut
28.88,73.84,710.7,arhar
34.96,67.48,460.3,bajra
28.67,52.62,722.5,soybean
13.59,63.79,214.1,peas
21.8,60.83,270.5,barley
26.04,54.56,1680.7,rice
30.95,87.52,392.8,moong
23.04,46.69,733.5,soybean
28.78,54.51,724.1,jowar
25.23,73.71,1289.7,rice
14.75,54.66,249.6,potato
25.82,56.72,1389.8,rice
15.82,62.98,267.5,peas
26.06,84.12,1518.4,rice
26.22,80.15,1489.4,sugarcane
14.31,89.62,245.1,barley
23.41,85.64,883.8,maize
23.36,88.55,203.9,mustard
31.17,54.33,420.1,moong
28.53,86.16,652.0,okra
10.93,52.07,107.3,mustard
27.66,40.8,674.0,cotton
28.21,45.53,660.8,arhar
20.65,74.46,652.4,arhar
24.67,50.76,1456.0,rice
27.65,58.35,446.4,sunflower
33.13,77.14,94.8,watermelon
26.55,50.99,754.9,groundnut
18.93,41.91,251.2,barley
26.36,64.48,926.6,rice
28.89,71.56,121.5,cucumber
23.46,69.29,600.4,maize
15.74,89.78,290.4,potato
21.58,88.17,823.3,maize
32.05,74.28,599.1,okra
27.5,53.55,612.1,jowar
27.17,67.68,668.7,groundnut
20.71,80.81,395.1,wheat
28.33,60.69,774.1,groundnut
20.27,83.87,172.8,barley
16.19,55.89,155.2,chickpea
21.37,62.98,246.2,barley
30.51,45.62,655.4,okra
27.42,77.16,788.4,maize
28.47,87.31,590.9,bajra
30.83,88.58,429.2,moong
27.42,49.99,1354.2,rice
29.4,76.73,189.7,watermelon
29.85,65.51,621.9,okra
13.29,78.47,220.4,mustard
19.1,77.62,230.4,chickpea
20.89,49.14,299.5,barley
10.45,48.45,348.2,peas
24.12,40.89,1031.8,rice
28.78,66.29,356.0,okra
14.15,59.25,174.0,peas
19.23,40.07,207.9,barley
28.35,75.11,726.9,soybean
25.66,58.86,848.3,arhar
27.79,63.99,538.0,bajra
23.93,46.32,863.6,maize
22.68,62.73,285.6,chickpea
23.48,72.14,116.6,mustard
33.08,51.76,1732.9,sugarcane
16.37,42.27,145.5,mustard
25.55,49.1,779.6,soybean
25.67,68.89,599.2,groundnut
25.72,71.98,519.6,moong
25.66,80.62,974.0,arhar
34.31,80.43,362.4,moong
16.48,83.25,274.0,mustard
24.99,68.67,185.4,chickpea
13.01,71.56,148.2,wheat
31.67,70.44,615.0,cotton
25.74,46.93,555.2,maize
30.33,58.57,177.5,cucumber
26.37,84.27,1714.7,sugarcane
26.94,75.02,678.0,maize
25.31,46.95,419.8,bajra
25.43,77.29,756.1,maize
29.53,55.87,459.8,jowar
25.53,85.32,544.4,groundnut
29.24,58.33,1526.0,sugarcane
12.82,75.65,241.6,peas
16.01,62.35,167.8,barley
28.39,56.49,548.7,moong
16.33,52.65,234.1,mustard
25.48,63.34,198.6,cucumber
24.62,74.45,742.0,maize
23.97,84.01,891.3,arhar
28.97,40.46,905.9,cotton
28.53,43.75,551.1,moong
32.58,68.16,175.2,watermelon
29.79,87.11,683.4,soybean
28.89,40.74,920.3,arhar
27.28,69.26,573.0,groundnut
19.6,44.89,291.4,mustard
28.0,87.94,406.6,okra
29.99,89.94,840.4,groundnut
29.73,76.19,74.6,watermelon
27.92,69.6,364.7,sunflower
23.18,81.39,360.0,sunflower
23.32,83.81,413.2,sunflower
26.09,70.88,525.4,moong
26.63,75.65,201.3,cucumber
25.06,69.22,1674.9,rice
25.9,87.54,717.8,soybean
25.82,55.05,339.4,okra
31.06,40.41,900.6,cotton
25.31,51.25,664.9,maize
30.08,66.22,825.4,cotton
31.89,79.51,131.6,cucumber
29.47,51.63,985.0,cotton
28.56,81.7,1537.7,sugarcane
11.53,58.81,187.3,peas
12.88,89.01,340.2,potato
27.55,67.3,523.3,okra
27.9,79.97,433.5,moong
24.27,75.46,891.2,arhar
29.77,52.82,871.7,arhar
26.91,74.0,136.0,watermelon
22.48,72.72,803.8,soybean
33.66,48.58,557.2,moong
25.71,84.66,1343.3,sugarcane
12.92,84.59,209.1,barley
13.52,71.59,382.9,peas
25.08,89.45,858.2,cotton
27.23,44.76,659.9,maize
27.01,88.2,889.3,cotton
26.74,77.23,774.7,maize
10.69,47.37,166.5,barley
19.26,88.43,239.7,barley
25.16,74.54,983.8,cotton
27.75,57.22,962.6,rice
17.48,54.23,363.1,wheat
27.06,47.38,762.7,jowar
25.15,68.77,374.9,moong
31.91,61.68,533.1,bajra
30.9,54.36,599.3,bajra
29.48,54.62,1432.6,sugarcane
23.82,55.57,804.3,soybean
20.36,55.55,815.0,arhar
27.19,61.31,385.6,moong
18.95,55.25,251.7,mustard
27.85,75.9,730.8,okra
22.75,60.39,661.3,soybean
13.06,61.25,196.8,potato
28.59,87.57,823.6,soybean
27.59,42.56,925.2,arhar
13.36,85.57,159.1,barley
18.46,76.57,130.3,barley
18.04,46.0,313.0,wheat
16.11,85.74,327.4,potato
22.11,64.36,778.1,soybean
23.91,71.38,90.6,cucumber
25.1,73.47,682.7,groundnut
25.04,72.74,893.8,soybean
29.44,48.42,552.1,moong
25.65,75.01,425.2,okra
28.64,67.1,628.6,jowar
26.4,86.82,1752.4,sugarcane
27.73,40.37,1201.7,sugarcane
27.23,48.84,139.3,watermelon
28.29,51.26,1312.9,sugarcane
26.07,86.64,104.4,cucumber
20.44,49.72,882.5,arhar
29.9,89.68,649.3,soybean
24.82,77.65,561.4,sunflower
12.15,77.54,374.6,peas
29.94,56.5,338.4,bajra
15.2,73.43,282.0,wheat
29.96,59.12,182.9,cucumber
34.88,75.97,550.4,bajra
12.98,89.25,251.7,mustard
15.41,52.29,376.2,potato
13.07,75.13,273.3,peas
17.44,55.07,212.4,chickpea
25.79,86.88,843.1,cotton
31.9,85.45,661.9,jowar
28.59,88.89,1233.4,sugarcane
13.55,83.12,250.2,wheat
29.46,41.59,1184.5,rice
31.54,46.7,686.5,jowar
25.11,70.55,612.9,groundnut
26.32,57.47,615.0,groundnut
12.11,58.93,201.0,mustard
29.64,51.81,194.9,cucumber
26.84,61.92,774.6,maize
25.87,83.56,361.9,moong
27.42,50.39,838.2,arhar
26.29,86.75,337.7,okra
25.46,79.87,1272.9,rice
26.65,70.28,834.1,maize
27.21,78.17,551.2,jowar
16.35,84.16,368.0,peas
29.21,51.65,511.3,groundnut
25.1,46.44,306.1,sunflower
30.21,60.83,566.4,bajra
29.27,86.38,1515.8,sugarcane
14.97,52.65,390.7,potato
29.79,43.79,332.6,sunflower
14.03,74.1,342.0,potato
20.2,72.87,705.3,arhar
17.28,65.65,203.1,potato
29.23,84.98,916.3,rice
17.2,50.56,139.1,wheat
24.68,55.77,970.3,cotton
26.15,87.12,646.2,groundnut
34.13,43.54,768.1,okra
15.4,86.85,336.6,peas
31.21,63.35,65.4,watermelon
15.91,57.49,177.2,chickpea
28.06,68.67,724.2,groundnut
27.93,55.15,832.5,soybean
23.32,41.22,758.6,maize
18.86,45.43,225.2,chickpea
16.94,63.08,178.6,chickpea
19.08,78.22,162.7,potato
23.88,64.85,795.5,soybean
20.44,74.37,456.2,sunflower
28.29,51.55,138.7,cucumber
26.27,41.67,1294.8,sugarcane
28.7,64.61,514.8,okra
29.53,78.95,734.0,groundnut
20.21,68.38,247.7,chickpea
25.82,82.33,777.2,arhar
25.42,75.16,526.8,sunflower
17.67,60.05,106.0,mustard
29.28,78.07,364.6,sunflower
20.87,49.98,157.3,chickpea
29.64,68.56,570.5,maize
13.42,68.68,294.3,potato
22.63,68.58,101.2,cucumber
19.99,77.73,256.6,chickpea
24.71,87.24,277.7,chickpea
17.05,61.36,76.4,mustard
13.43,77.62,338.3,potato
28.05,63.56,932.8,cotton
22.34,80.98,675.8,soybean
20.84,87.34,298.5,barley
17.33,60.86,246.4,peas
31.53,49.99,1686.8,sugarcane
14.6,42.21,167.0,barley
15.43,42.19,164.6,wheat
19.75,59.0,104.6,barley
20.98,86.29,168.5,chickpea
26.29,74.55,891.8,groundnut
28.27,45.9,798.9,maize
26.35,82.81,858.6,maize
16.33,85.75,114.2,barley
24.39,43.98,278.6,chickpea
34.23,85.1,499.0,moong
31.49,80.33,128.6,cucumber
27.54,50.44,360.5,moong
12.54,49.72,91.5,barley
21.65,59.19,214.9,wheat
13.69,47.87,199.8,potato
29.02,60.53,533.6,groundnut
23.93,50.01,837.8,soybean
13.87,52.9,291.5,mustard
30.3,44.98,534.2,jowar
29.87,60.19,564.8,bajra
26.97,74.33,77.7,cucumber
31.86,61.23,989.2,cotton
14.01,84.43,173.2,barley
27.68,80.52,1151.1,sugarcane
27.41,89.69,52.7,watermelon
23.84,88.02,701.9,arhar
32.61,43.38,111.2,watermelon
25.59,81.63,988.4,soybean
27.05,58.9,1212.2,rice
25.09,89.45,497.2,bajra
29.43,75.06,674.5,groundnut
25.04,48.6,996.3,arhar
13.11,55.65,227.8,potato
27.82,74.76,89.7,cucumber
25.52,77.91,191.5,watermelon
12.32,64.7,97.4,mustard
11.14,50.13,166.0,barley
28.51,60.45,797.9,maize
29.72,85.1,509.8,groundnut
24.49,81.92,330.9,okra
30.57,86.86,99.2,watermelon
26.36,69.77,605.8,groundnut
26.45,79.93,626.0,soybean
23.97,69.68,863.8,maize
34.48,89.35,471.3,moong
24.93,67.96,654.2,soybean
16.89,71.99,210.0,peas
29.39,77.95,462.7,sunflower
28.38,87.47,603.5,arhar
14.57,78.55,304.2,peas
15.41,57.21,276.5,wheat
26.45,49.15,706.4,jowar
26.63,43.73,564.3,okra
31.28,63.05,305.8,okra
